Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units,GC=F,CL=F,BZ=F,NG=F,RB=F
12/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1328.0,48.22999954223633,54.27000045776367,3.000999927520752,1.6562999486923218
13/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1323.4000244140625,49.29999923706055,55.15999984741211,3.058000087738037,1.6473000049591064
14/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1324.699951171875,49.88999938964844,55.470001220703125,3.069999933242798,1.6287000179290771
15/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1320.4000244140625,49.88999938964844,55.619998931884766,3.0239999294281006,1.6617000102996826
18/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1306.300048828125,49.90999984741211,55.47999954223633,3.1459999084472656,1.6685999631881714
19/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1306.199951171875,49.47999954223633,55.13999938964844,3.121999979019165,1.6549999713897705
20/09/2017,18.313,225.1,3.08,3.78,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1312.0,50.40999984741211,56.290000915527344,3.0940001010894775,1.6550999879837036
21/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1290.5999755859375,50.54999923706055,56.43000030517578,2.946000099182129,1.6438000202178955
22/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1293.300048828125,50.65999984741211,56.86000061035156,2.9590001106262207,1.6684000492095947
25/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1306.800048828125,52.220001220703125,59.02000045776367,2.9189999103546143,1.722000002861023
26/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1297.0,51.880001068115234,58.439998626708984,2.9179999828338623,1.698799967765808
27/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1283.4000244140625,52.13999938964844,57.900001525878906,2.9739999771118164,1.6540000438690186
28/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1285.5,51.560001373291016,57.40999984741211,3.0169999599456787,1.6318000555038452
29/09/2017,18.313,225.1,3.13,3.83,154286.0,4.3,2.13011000365961,1.15,-41593.0,246.819,3570.5,13733.8,99.7482,461137.0,637.0,193.732,400.1,1181.0,1281.5,51.66999816894531,57.540000915527344,3.006999969482422,1.6065000295639038
02/10/2017,18.482,225.8,3.13,3.83,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1272.699951171875,50.58000183105469,56.119998931884766,2.9159998893737793,1.555299997329712
03/10/2017,18.482,225.8,3.13,3.83,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1271.5,50.41999816894531,56.0,2.8949999809265137,1.565500020980835
04/10/2017,18.482,225.8,3.13,3.83,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1273.699951171875,49.97999954223633,55.79999923706055,2.940000057220459,1.5805000066757202
05/10/2017,18.482,225.8,3.15,3.85,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1269.9000244140625,50.790000915527344,57.0,2.9230000972747803,1.6114000082015991
06/10/2017,18.482,225.8,3.15,3.85,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1271.5999755859375,49.290000915527344,55.619998931884766,2.86299991607666,1.5587999820709229
09/10/2017,18.482,225.8,3.15,3.85,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1281.800048828125,49.58000183105469,55.790000915527344,2.8329999446868896,1.559399962425232
10/10/2017,18.482,225.8,3.15,3.85,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1290.5999755859375,50.91999816894531,56.61000061035156,2.8910000324249268,1.5915000438690186
11/10/2017,18.482,225.8,3.15,3.85,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1285.800048828125,51.29999923706055,56.939998626708984,2.8889999389648438,1.6092000007629395
12/10/2017,18.482,225.8,3.21,3.91,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1293.300048828125,50.599998474121094,56.25,2.989000082015991,1.5831999778747559
13/10/2017,18.482,225.8,3.21,3.91,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1301.5,51.45000076293945,57.16999816894531,3.0,1.6222000122070312
16/10/2017,18.482,225.8,3.21,3.91,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1299.9000244140625,51.869998931884766,57.81999969482422,2.946000099182129,1.6168999671936035
17/10/2017,18.482,225.8,3.21,3.91,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1283.0,51.880001068115234,57.880001068115234,2.9619998931884766,1.6301000118255615
18/10/2017,18.482,225.8,3.21,3.91,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1279.9000244140625,52.040000915527344,58.150001525878906,2.8540000915527344,1.642899990081787
19/10/2017,18.482,225.8,3.19,3.88,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1286.9000244140625,51.290000915527344,57.22999954223633,2.872999906539917,1.644700050354004
20/10/2017,18.482,225.8,3.19,3.88,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1277.4000244140625,51.470001220703125,57.75,2.9149999618530273,1.6780999898910522
23/10/2017,18.482,225.8,3.19,3.88,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1277.699951171875,51.900001525878906,57.369998931884766,2.990999937057495,1.6783000230789185
24/10/2017,18.482,225.8,3.19,3.88,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1275.0,52.470001220703125,58.33000183105469,2.9739999771118164,1.715499997138977
25/10/2017,18.482,225.8,3.19,3.88,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1275.4000244140625,52.18000030517578,58.439998626708984,2.9189999103546143,1.7347999811172485
26/10/2017,18.482,225.8,3.25,3.94,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1266.300048828125,52.63999938964844,59.29999923706055,2.890000104904175,1.750599980354309
27/10/2017,18.482,225.8,3.25,3.94,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1268.5,53.900001525878906,60.439998626708984,2.752000093460083,1.7685999870300293
30/10/2017,18.482,225.8,3.25,3.94,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1274.0999755859375,54.150001525878906,60.900001525878906,2.9660000801086426,1.7640999555587769
31/10/2017,18.482,225.8,3.25,3.94,153609.0,4.2,2.13011000365961,1.15,-42848.0,246.663,3607.8,13788.5,100.9893,463860.0,626.0,194.78099999999998,403.42,1257.0,1267.0,54.380001068115234,61.369998931884766,2.8959999084472656,1.7796000242233276
01/11/2017,18.003,222.1,3.25,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1274.0999755859375,54.29999923706055,61.290000915527344,2.8929998874664307,1.7410000562667847
02/11/2017,18.003,222.1,3.27,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1274.9000244140625,54.540000915527344,60.619998931884766,2.934999942779541,1.769700050354004
03/11/2017,18.003,222.1,3.27,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1266.5,55.63999938964844,62.06999969482422,2.9839999675750732,1.7934000492095947
06/11/2017,18.003,222.1,3.27,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1279.4000244140625,57.349998474121094,64.2699966430664,3.134000062942505,1.8300000429153442
07/11/2017,18.003,222.1,3.27,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1273.699951171875,57.20000076293945,63.689998626708984,3.1519999504089355,1.8152999877929688
08/11/2017,18.003,222.1,3.27,3.94,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1281.5999755859375,56.810001373291016,63.4900016784668,3.174999952316284,1.8213000297546387
09/11/2017,18.003,222.1,3.24,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1285.5999755859375,57.16999816894531,63.93000030517578,3.200000047683716,1.819700002670288
10/11/2017,18.003,222.1,3.24,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1272.4000244140625,56.7400016784668,63.52000045776367,3.2130000591278076,1.812399983406067
13/11/2017,18.003,222.1,3.24,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1277.300048828125,56.7599983215332,63.15999984741211,3.1670000553131104,1.7928999662399292
14/11/2017,18.003,222.1,3.24,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1281.5,55.70000076293945,62.209999084472656,3.1019999980926514,1.761199951171875
15/11/2017,18.003,222.1,3.24,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1276.5,55.33000183105469,61.869998931884766,3.0799999237060547,1.738800048828125
16/11/2017,18.003,222.1,3.31,3.95,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1277.4000244140625,55.13999938964844,61.36000061035156,3.052999973297119,1.7137000560760498
17/11/2017,18.003,222.1,3.31,3.95,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1295.800048828125,56.54999923706055,62.720001220703125,3.0969998836517334,1.7446999549865723
20/11/2017,18.003,222.1,3.31,3.95,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1274.5999755859375,56.09000015258789,62.220001220703125,3.046999931335449,1.7438000440597534
21/11/2017,18.003,222.1,3.31,3.95,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1281.0999755859375,56.83000183105469,62.56999969482422,3.0169999599456787,1.7731000185012817
22/11/2017,18.003,222.1,3.32,3.92,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1291.5999755859375,58.02000045776367,63.31999969482422,2.9679999351501465,1.767899990081787
24/11/2017,18.003,222.1,3.32,3.92,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1286.699951171875,58.95000076293945,63.86000061035156,2.812999963760376,1.7879999876022339
27/11/2017,18.003,222.1,3.32,3.92,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1293.800048828125,58.11000061035156,63.84000015258789,2.927999973297119,1.7892999649047852
28/11/2017,18.003,222.1,3.32,3.92,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1294.699951171875,57.9900016784668,63.61000061035156,3.0739998817443848,1.7719999551773071
29/11/2017,18.003,222.1,3.32,3.92,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1282.0999755859375,57.29999923706055,63.11000061035156,3.178999900817871,1.7309000492095947
30/11/2017,18.003,222.1,3.3,3.9,153805.0,4.2,2.13011000365961,1.16,-45463.0,246.669,3629.4,13814.7,101.2493,470852.0,711.0,195.93400000000003,403.42,1273.0,1273.199951171875,57.400001525878906,63.56999969482422,3.0250000953674316,1.7283999919891357
01/12/2017,17.887,219.9,3.3,3.9,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1278.800048828125,58.36000061035156,63.4900016784668,3.061000108718872,1.7416000366210938
04/12/2017,17.887,219.9,3.3,3.9,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1274.300048828125,57.470001220703125,62.45000076293945,2.984999895095825,1.692199945449829
05/12/2017,17.887,219.9,3.3,3.9,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1261.5999755859375,57.619998931884766,62.86000061035156,2.9140000343322754,1.718400001525879
06/12/2017,17.887,219.9,3.3,3.9,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1262.800048828125,55.959999084472656,61.220001220703125,2.921999931335449,1.6608999967575073
07/12/2017,17.887,219.9,3.36,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1249.800048828125,56.689998626708984,62.20000076293945,2.763000011444092,1.7000000476837158
08/12/2017,17.887,219.9,3.36,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1245.199951171875,57.36000061035156,63.400001525878906,2.7720000743865967,1.716599941253662
11/12/2017,17.887,219.9,3.36,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1243.699951171875,57.9900016784668,64.69000244140625,2.828000068664551,1.7266000509262085
12/12/2017,17.887,219.9,3.36,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1238.5,57.13999938964844,63.34000015258789,2.677999973297119,1.69760000705719
13/12/2017,17.887,219.9,3.36,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1245.4000244140625,56.599998474121094,62.439998626708984,2.7149999141693115,1.6467000246047974
14/12/2017,17.887,219.9,3.36,3.93,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1253.800048828125,57.040000915527344,63.310001373291016,2.684000015258789,1.670699954032898
15/12/2017,17.887,219.9,3.36,3.93,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1254.300048828125,57.29999923706055,63.22999954223633,2.611999988555908,1.6548000574111938
18/12/2017,17.887,219.9,3.36,3.93,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1262.199951171875,57.15999984741211,63.40999984741211,2.744999885559082,1.6725000143051147
19/12/2017,17.887,219.9,3.36,3.93,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1260.699951171875,57.459999084472656,63.79999923706055,2.691999912261963,1.6965999603271484
20/12/2017,17.887,219.9,3.36,3.93,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1266.0999755859375,58.09000015258789,64.55999755859375,2.63700008392334,1.7352999448776245
21/12/2017,17.887,219.9,3.38,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1267.300048828125,58.36000061035156,64.9000015258789,2.5980000495910645,1.7475999593734741
22/12/2017,17.887,219.9,3.38,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1275.4000244140625,58.470001220703125,65.25,2.6670000553131104,1.7623000144958496
26/12/2017,17.887,219.9,3.38,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1284.0999755859375,59.970001220703125,67.0199966430664,2.6429998874664307,1.7865999937057495
27/12/2017,17.887,219.9,3.38,3.94,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1287.0,59.63999938964844,66.44000244140625,2.73799991607666,1.7914999723434448
28/12/2017,17.887,219.9,3.44,3.99,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1294.0999755859375,59.84000015258789,66.72000122070312,2.9140000343322754,1.7929999828338623
29/12/2017,17.887,219.9,3.44,3.99,153904.0,4.1,2.13011000365961,1.3,-46535.0,246.524,3613.3,13860.3,101.4871,481816.0,630.0,197.158,403.42,1177.0,1306.300048828125,60.41999816894531,66.5999984741211,2.953000068664551,1.7992000579833984
02/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1313.699951171875,60.369998931884766,66.56999969482422,3.055999994277954,1.763100028038025
03/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1316.199951171875,61.630001068115234,67.83999633789062,3.007999897003174,1.7973999977111816
04/01/2018,17.176,217.8,3.38,3.95,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1319.4000244140625,62.0099983215332,68.06999969482422,2.880000114440918,1.8066999912261963
05/01/2018,17.176,217.8,3.38,3.95,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1320.300048828125,61.439998626708984,67.62000274658203,2.7950000762939453,1.7857999801635742
08/01/2018,17.176,217.8,3.38,3.95,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1318.5999755859375,61.72999954223633,67.77999877929688,2.8350000381469727,1.7918000221252441
09/01/2018,17.176,217.8,3.38,3.95,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1311.699951171875,62.959999084472656,68.81999969482422,2.9230000972747803,1.8361999988555908
10/01/2018,17.176,217.8,3.38,3.95,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1317.4000244140625,63.56999969482422,69.19999694824219,2.9059998989105225,1.8327000141143799
11/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1320.5999755859375,63.79999923706055,69.26000213623047,3.0840001106262207,1.8370000123977661
12/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1333.4000244140625,64.30000305175781,69.87000274658203,3.200000047683716,1.8494999408721924
16/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1335.4000244140625,63.72999954223633,69.1500015258789,3.128999948501587,1.8384000062942505
17/01/2018,17.176,217.8,3.44,3.99,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1338.0,63.970001220703125,69.37999725341797,3.2320001125335693,1.8583999872207642
18/01/2018,17.176,217.8,3.49,4.04,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1326.0,63.95000076293945,69.30999755859375,3.188999891281128,1.8834999799728394
19/01/2018,17.176,217.8,3.49,4.04,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1331.9000244140625,63.369998931884766,68.61000061035156,3.184999942779541,1.8636000156402588
22/01/2018,17.176,217.8,3.49,4.04,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1330.9000244140625,63.4900016784668,69.02999877929688,3.2239999771118164,1.8801000118255615
23/01/2018,17.176,217.8,3.49,4.04,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1335.699951171875,64.47000122070312,69.95999908447266,3.444000005722046,1.9086999893188477
24/01/2018,17.176,217.8,3.49,4.04,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1355.9000244140625,65.61000061035156,70.52999877929688,3.509000062942505,1.9163999557495117
25/01/2018,17.176,217.8,3.62,4.15,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1362.4000244140625,65.51000213623047,70.41999816894531,3.447000026702881,1.9154000282287598
26/01/2018,17.176,217.8,3.62,4.15,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1351.5999755859375,66.13999938964844,70.5199966430664,3.505000114440918,1.9377000331878662
29/01/2018,17.176,217.8,3.62,4.15,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1351.5999755859375,65.55999755859375,69.45999908447266,3.63100004196167,1.9349000453948975
30/01/2018,17.176,217.8,3.62,4.15,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1335.4000244140625,64.5,69.0199966430664,3.194999933242798,1.895400047302246
31/01/2018,17.176,217.8,3.62,4.15,154425.0,4.0,2.44258329692817,1.41,-47072.0,247.867,3651.1,13869.2,101.4852,470594.0,590.0,198.297,409.09,1299.0,1339.0,64.7300033569336,69.05000305175781,2.994999885559082,1.9075000286102295
01/02/2018,17.447,246.3,3.68,4.22,155197.0,4.1,2.44258329692817,1.42,-48793.0,248.991,3614.4,13907.3,101.7319,479219.0,618.0,199.226,409.09,1277.0,1344.300048828125,65.80000305175781,69.08000183105469,2.8559999465942383,1.895799994468689
02/02/2018,17.447,246.3,3.68,4.22,155197.0,4.1,2.44258329692817,1.42,-48793.0,248.991,3614.4,13907.3,101.7319,479219.0,618.0,199.226,409.09,1277.0,1333.699951171875,65.44999694824219,68.58000183105469,2.8459999561309814,1.871999979019165
05/02/2018,17.447,246.3,3.68,4.22,155197.0,4.1,2.44258329692817,1.42,-48793.0,248.991,3614.4,13907.3,101.7319,479219.0,618.0,199.226,409.09,1277.0,1333.0,64.1500015258789,67.62000274658203,2.746999979019165,1.84660005569458
06/02/2018,17.447,246.3,3.68,4.22,155197.0,4.1,2.44258329692817,1.42,-48793.0,248.991,3614.4,13907.3,101.7319,479219.0,618.0,199.226,409.09,1277.0,1326.0999755859375,63.38999938964844,66.86000061035156,2.759000062942505,1.8051999807357788
